,index,Rating,car_year,brand_name,date,review,review for sentiment analysis,sentiment score,relative sentiments
22,102,3.0,2018,Audi,2017-09-28,q5 intermittent window problem brand q5 intermittent problem occurs follow complete close position rolled window inches.b rolled window pulling switch hold result roll see recording took q5 dealer left week said problem demonstrated problem service manager experience problem himself.they changed motor window seal fix problem .this frustrated safety issue winter roll window inch get fresh air snow plow opposite traffic come slush salt sand street want close window roll expose hazard told dealership happens q5 lot frustrated update address problem,"['q5', 'intermittent', 'window', 'problem', 'brand', 'q5', 'intermittent', 'problem', 'occurs', 'follow', 'complete', 'close', 'position', 'rolled', 'window', 'inches.b', 'rolled', 'window', 'pulling', 'switch', 'hold', 'result', 'roll', 'see', 'recording', 'took', 'q5', 'dealer', 'left', 'week', 'said', 'problem', 'demonstrated', 'problem', 'service', 'manager', 'experience', 'problem', 'himself.they', 'changed', 'motor', 'window', 'seal', 'fix', 'problem', '.this', 'frustrated', 'safety', 'issue', 'winter', 'roll', 'window', 'inch', 'get', 'fresh', 'air', 'snow', 'plow', 'opposite', 'traffic', 'come', 'slush', 'salt', 'sand', 'street', 'want', 'close', 'window', 'roll', 'expose', 'hazard', 'told', 'dealership', 'happens', 'q5', 'lot', 'frustrated', 'update', 'address', 'problem']","{'neg': 0.28, 'neu': 0.658, 'pos': 0.063, 'compound': -0.9686}",negative
23,103,1.0,2018,Audi,2017-09-25,poor qualit/design check noise dash solenoid activation noise time start reach sped 15-20 mil repaid noise restart reach speed normal prior q5 make noise q7,"['poor', 'qualit/design', 'check', 'noise', 'dash', 'solenoid', 'activation', 'noise', 'time', 'start', 'reach', 'sped', '15-20', 'mil', 'repaid', 'noise', 'restart', 'reach', 'speed', 'normal', 'prior', 'q5', 'make', 'noise', 'q7']","{'neg': 0.114, 'neu': 0.806, 'pos': 0.081, 'compound': -0.4404}",negative
24,104,2.0,2018,Audi,2017-09-11,troubling initial quality issues q5 major camshaft failure ownership last q5 swapped q5 agreee others written q5 initial quality issue 've encountered steering wheel driver side mirror disappointing pointed issue initial delivery become drawn issue service corporate got involved driver mirror unexplained heavy caking inside side bottom paint primer service rushed clean got left brought replace steering wheel slit leather wheel delivery led strip side view mirror popping moisture seeping service saying 's covered interested hearing consumer similar problem driver mirror resolving replacing entire side view mirror expensive,"['troubling', 'initial', 'quality', 'issues', 'q5', 'major', 'camshaft', 'failure', 'ownership', 'last', 'q5', 'swapped', 'q5', 'agreee', 'others', 'written', 'q5', 'initial', 'quality', 'issue', ""'ve"", 'encountered', 'steering', 'wheel', 'driver', 'side', 'mirror', 'disappointing', 'pointed', 'issue', 'initial', 'delivery', 'become', 'drawn', 'issue', 'service', 'corporate', 'got', 'involved', 'driver', 'mirror', 'unexplained', 'heavy', 'caking', 'inside', 'side', 'bottom', 'paint', 'primer', 'service', 'rushed', 'clean', 'got', 'left', 'brought', 'replace', 'steering', 'wheel', 'slit', 'leather', 'wheel', 'delivery', 'led', 'strip', 'side', 'view', 'mirror', 'popping', 'moisture', 'seeping', 'service', 'saying', ""'s"", 'covered', 'interested', 'hearing', 'consumer', 'similar', 'problem', 'driver', 'mirror', 'resolving', 'replacing', 'entire', 'side', 'view', 'mirror', 'expensive']","{'neg': 0.125, 'neu': 0.796, 'pos': 0.079, 'compound': -0.6908}",negative
25,111,2.0,2018,Audi,2017-05-23,q5 premium plus owner review minor nuisan ordered x3 decided switch q5 last lease pro better cabin material technology cabin noise low cruising handing technology intuitive.the bad.abs activation mph produce 2-3 click driver feel gas pedal heard passenger pre-sense way sensitive nyc numerous occasion parallel parking break reason going le mph nothing side problem disabled requires going 5-6 step menu system disable time starts.the rmp/throttle seems low reverse releasing break reverse stepping gas feel vibrate going cut cut felt switch x3 q5 bad choice end paying monthly basis thinking q5 step technology sense step expectation basic function missed bottom line rush release major model change,"['q5', 'premium', 'plus', 'owner', 'review', 'minor', 'nuisan', 'ordered', 'x3', 'decided', 'switch', 'q5', 'last', 'lease', 'pro', 'better', 'cabin', 'material', 'technology', 'cabin', 'noise', 'low', 'cruising', 'handing', 'technology', 'intuitive.the', 'bad.abs', 'activation', 'mph', 'produce', '2-3', 'click', 'driver', 'feel', 'gas', 'pedal', 'heard', 'passenger', 'pre-sense', 'way', 'sensitive', 'nyc', 'numerous', 'occasion', 'parallel', 'parking', 'break', 'reason', 'going', 'le', 'mph', 'nothing', 'side', 'problem', 'disabled', 'requires', 'going', '5-6', 'step', 'menu', 'system', 'disable', 'time', 'starts.the', 'rmp/throttle', 'seems', 'low', 'reverse', 'releasing', 'break', 'reverse', 'stepping', 'gas', 'feel', 'vibrate', 'going', 'cut', 'cut', 'felt', 'switch', 'x3', 'q5', 'bad', 'choice', 'end', 'paying', 'monthly', 'basis', 'thinking', 'q5', 'step', 'technology', 'sense', 'step', 'expectation', 'basic', 'function', 'missed', 'bottom', 'line', 'rush', 'release', 'major', 'model', 'change']","{'neg': 0.121, 'neu': 0.834, 'pos': 0.044, 'compound': -0.7871}",negative
26,115,4.0,2017,Audi,2017-09-29,q5 flooded harvey got q5 stylish line comparable market handles permanent wheel quieter old b speaker 's plus,"['q5', 'flooded', 'harvey', 'got', 'q5', 'stylish', 'line', 'comparable', 'market', 'handles', 'permanent', 'wheel', 'quieter', 'old', 'b', 'speaker', ""'s"", 'plus']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
27,132,4.0,2015,Audi,2018-04-03,leased q5 complaint difficulty step use mmi,"['leased', 'q5', 'complaint', 'difficulty', 'step', 'use', 'mmi']","{'neg': 0.479, 'neu': 0.521, 'pos': 0.0, 'compound': -0.5574}",negative
28,135,2.0,2015,Audi,2018-01-14,recall year q5 quality way previous model recall frozen steering column needing towed parking lot make mexico,"['recall', 'year', 'q5', 'quality', 'way', 'previous', 'model', 'recall', 'frozen', 'steering', 'column', 'needing', 'towed', 'parking', 'lot', 'make', 'mexico']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
29,138,3.0,2015,Audi,2016-08-02,review q5 dream impressed first month le become fond rattle driver side door fixed rattle coming cargo space cover make time go bump speed bump pulling driveway seems rattle coming seat belt mount driver side sun visor stay moved windshield living florida use visor fall inch put told normal owned chevy gmc mitsubishi kia jeep encountered problem sun visor staying place seems gone way ensure base model feature possible ie radio electronics radio presets operated dashboard steering wheel back-up camera standard vehicle day age overall dislike doubt spend money lease know issue petty price suppose expected higher quality,"['review', 'q5', 'dream', 'impressed', 'first', 'month', 'le', 'become', 'fond', 'rattle', 'driver', 'side', 'door', 'fixed', 'rattle', 'coming', 'cargo', 'space', 'cover', 'make', 'time', 'go', 'bump', 'speed', 'bump', 'pulling', 'driveway', 'seems', 'rattle', 'coming', 'seat', 'belt', 'mount', 'driver', 'side', 'sun', 'visor', 'stay', 'moved', 'windshield', 'living', 'florida', 'use', 'visor', 'fall', 'inch', 'put', 'told', 'normal', 'owned', 'chevy', 'gmc', 'mitsubishi', 'kia', 'jeep', 'encountered', 'problem', 'sun', 'visor', 'staying', 'place', 'seems', 'gone', 'way', 'ensure', 'base', 'model', 'feature', 'possible', 'ie', 'radio', 'electronics', 'radio', 'presets', 'operated', 'dashboard', 'steering', 'wheel', 'back-up', 'camera', 'standard', 'vehicle', 'day', 'age', 'overall', 'dislike', 'doubt', 'spend', 'money', 'lease', 'know', 'issue', 'petty', 'price', 'suppose', 'expected', 'higher', 'quality']","{'neg': 0.122, 'neu': 0.785, 'pos': 0.093, 'compound': -0.4939}",negative
30,140,1.0,2015,Audi,2016-05-19,q5 large mirror cause driver spots- leasing first love thought try driving gl year month hate biggest complaint side mirror huge big cause major spot dangerous seen many complaint issue online disappointed responded fix intersection making left mirror cause blind spot car median island street entering buy safety issue sensor front back way sensitive start beep hitting something sensitive find distraction ignore beep 's purpose start tuning,"['q5', 'large', 'mirror', 'cause', 'driver', 'spots-', 'leasing', 'first', 'love', 'thought', 'try', 'driving', 'gl', 'year', 'month', 'hate', 'biggest', 'complaint', 'side', 'mirror', 'huge', 'big', 'cause', 'major', 'spot', 'dangerous', 'seen', 'many', 'complaint', 'issue', 'online', 'disappointed', 'responded', 'fix', 'intersection', 'making', 'left', 'mirror', 'cause', 'blind', 'spot', 'car', 'median', 'island', 'street', 'entering', 'buy', 'safety', 'issue', 'sensor', 'front', 'back', 'way', 'sensitive', 'start', 'beep', 'hitting', 'something', 'sensitive', 'find', 'distraction', 'ignore', 'beep', ""'s"", 'purpose', 'start', 'tuning']","{'neg': 0.249, 'neu': 0.62, 'pos': 0.131, 'compound': -0.8591}",negative
31,142,3.0,2015,Audi,2016-01-30,multiple repairs first purchased first drove charm month front grille peeled requiring replacement month needed grille due peeling repair visit noticed shuddering bucking acceleration incline took told needed fuel injector le injector replaced took dealer get problem started exam told fuel related try different station month trying station city problem existed took dealer closer look several day exam diagnosed severe carbon build engine shame nice many issue 'm done,"['multiple', 'repairs', 'first', 'purchased', 'first', 'drove', 'charm', 'month', 'front', 'grille', 'peeled', 'requiring', 'replacement', 'month', 'needed', 'grille', 'due', 'peeling', 'repair', 'visit', 'noticed', 'shuddering', 'bucking', 'acceleration', 'incline', 'took', 'told', 'needed', 'fuel', 'injector', 'le', 'injector', 'replaced', 'took', 'dealer', 'get', 'problem', 'started', 'exam', 'told', 'fuel', 'related', 'try', 'different', 'station', 'month', 'trying', 'station', 'city', 'problem', 'existed', 'took', 'dealer', 'closer', 'look', 'several', 'day', 'exam', 'diagnosed', 'severe', 'carbon', 'build', 'engine', 'shame', 'nice', 'many', 'issue', ""'m"", 'done']","{'neg': 0.139, 'neu': 0.791, 'pos': 0.069, 'compound': -0.6808}",negative
32,145,3.0,2015,Audi,2015-12-16,cheap interior part avoid vaccum 've ford owner year sedan pickup satisfied first q5 idea overall satisfied issue vacuum ripping part console sell individual part bundle entire consol dealer said problem go online see find individual part called national customet service get better service disappointing im going ford lincoln someone buy senior management team copy book raving fan customer service horrible,"['cheap', 'interior', 'part', 'avoid', 'vaccum', ""'ve"", 'ford', 'owner', 'year', 'sedan', 'pickup', 'satisfied', 'first', 'q5', 'idea', 'overall', 'satisfied', 'issue', 'vacuum', 'ripping', 'part', 'console', 'sell', 'individual', 'part', 'bundle', 'entire', 'consol', 'dealer', 'said', 'problem', 'go', 'online', 'see', 'find', 'individual', 'part', 'called', 'national', 'customet', 'service', 'get', 'better', 'service', 'disappointing', 'im', 'going', 'ford', 'lincoln', 'someone', 'buy', 'senior', 'management', 'team', 'copy', 'book', 'raving', 'fan', 'customer', 'service', 'horrible']","{'neg': 0.154, 'neu': 0.703, 'pos': 0.143, 'compound': -0.2023}",negative
33,148,4.0,2015,Audi,2015-08-10,ride mmi terrible 'm coming q5 ride sits handle snow mmi system control navigation entertainment terrible intuitive steering wheel figure dial roll small joystick console way confusing distracting touch screen overtime try use get frustrated book help lot thing explained system bad color entire feeling,"['ride', 'mmi', 'terrible', ""'m"", 'coming', 'q5', 'ride', 'sits', 'handle', 'snow', 'mmi', 'system', 'control', 'navigation', 'entertainment', 'terrible', 'intuitive', 'steering', 'wheel', 'figure', 'dial', 'roll', 'small', 'joystick', 'console', 'way', 'confusing', 'distracting', 'touch', 'screen', 'overtime', 'try', 'use', 'get', 'frustrated', 'book', 'help', 'lot', 'thing', 'explained', 'system', 'bad', 'color', 'entire', 'feeling']","{'neg': 0.282, 'neu': 0.575, 'pos': 0.143, 'compound': -0.8591}",negative
34,158,4.0,2015,Audi,2015-07-28,cool desert sunroof hot shade stop heat head ac cool cab comfort bad ac shame expected paid,"['cool', 'desert', 'sunroof', 'hot', 'shade', 'stop', 'heat', 'head', 'ac', 'cool', 'cab', 'comfort', 'bad', 'ac', 'shame', 'expected', 'paid']","{'neg': 0.327, 'neu': 0.409, 'pos': 0.264, 'compound': -0.4019}",negative
35,159,3.25,2015,Audi,2015-06-27,brakes screech known issue resolution brake screeching called care representative said known issue remedy buy lease horrible product response wait lease end purchase lease,"['brakes', 'screech', 'known', 'issue', 'resolution', 'brake', 'screeching', 'called', 'care', 'representative', 'said', 'known', 'issue', 'remedy', 'buy', 'lease', 'horrible', 'product', 'response', 'wait', 'lease', 'end', 'purchase', 'lease']","{'neg': 0.122, 'neu': 0.767, 'pos': 0.111, 'compound': -0.0772}",negative
36,170,3.0,2010,Audi,2017-01-19,repair expensive wii prefer buy japanese german,"['repair', 'expensive', 'wii', 'prefer', 'buy', 'japanese', 'german']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
37,202,3.5,2010,Audi,2010-04-19,q5 front led light time reporting review q5 front daylight headlight running set problem purchased q5 happened time front headlight daylight running set broken month current mileage mile led headlight quality problem possible electrical problem waiting response see treat case,"['q5', 'front', 'led', 'light', 'time', 'reporting', 'review', 'q5', 'front', 'daylight', 'headlight', 'running', 'set', 'problem', 'purchased', 'q5', 'happened', 'time', 'front', 'headlight', 'daylight', 'running', 'set', 'broken', 'month', 'current', 'mileage', 'mile', 'led', 'headlight', 'quality', 'problem', 'possible', 'electrical', 'problem', 'waiting', 'response', 'see', 'treat', 'case']","{'neg': 0.229, 'neu': 0.716, 'pos': 0.055, 'compound': -0.8176}",negative
38,208,3.75,2010,Audi,2010-02-04,strange experience far run brought first service told water pump leak replace needed ordered received part brought dealer replaced water pump told small leak transmission said told replace transmission went received transmission replaced said programmed diesel order next came problem waiting transmission arrive week waiting,"['strange', 'experience', 'far', 'run', 'brought', 'first', 'service', 'told', 'water', 'pump', 'leak', 'replace', 'needed', 'ordered', 'received', 'part', 'brought', 'dealer', 'replaced', 'water', 'pump', 'told', 'small', 'leak', 'transmission', 'said', 'told', 'replace', 'transmission', 'went', 'received', 'transmission', 'replaced', 'said', 'programmed', 'diesel', 'order', 'next', 'came', 'problem', 'waiting', 'transmission', 'arrive', 'week', 'waiting']","{'neg': 0.185, 'neu': 0.815, 'pos': 0.0, 'compound': -0.8074}",negative
39,209,3.0,2010,Audi,2010-02-02,buyer beware q5 mph major transmission issue replacement month corporate stand product satisfy consumer lurched hesitated coming stop causing accident experienced poor customer service form corporate dealer standpoint act fault issue warned,"['buyer', 'beware', 'q5', 'mph', 'major', 'transmission', 'issue', 'replacement', 'month', 'corporate', 'stand', 'product', 'satisfy', 'consumer', 'lurched', 'hesitated', 'coming', 'stop', 'causing', 'accident', 'experienced', 'poor', 'customer', 'service', 'form', 'corporate', 'dealer', 'standpoint', 'act', 'fault', 'issue', 'warned']","{'neg': 0.356, 'neu': 0.575, 'pos': 0.069, 'compound': -0.8885}",negative
